carat,cut,color,clarity,depth,table,price,x,y,z
0.75,Very Good,F,SI2,60.5,57.0,2274,5.88,5.95,3.58
1.0,Good,H,SI2,63.9,58.0,3528,6.36,6.28,4.03
0.41,Premium,D,VVS1,61.6,58.0,1582,4.78,4.74,2.93
0.42,Ideal,G,VS2,62.1,56.0,1087,4.84,4.79,2.99
0.32,Ideal,G,IF,62.3,53.0,918,4.41,4.45,2.76
0.23,Very Good,F,VVS1,59.3,58.0,530,4.02,4.04,2.39
0.32,Ideal,G,VVS1,61.2,55.0,814,4.41,4.44,2.71
0.36,Very Good,G,VS1,61.8,56.0,741,4.57,4.6,2.84
0.37,Premium,H,SI1,60.4,59.0,666,4.63,4.58,2.78
0.91,Premium,F,SI2,60.8,59.0,3845,6.28,6.25,3.81
0.58,Good,E,SI1,61.0,62.0,1844,5.36,5.33,3.26
0.54,Ideal,F,VS1,62.5,56.0,1819,5.18,5.22,3.25
0.73,Ideal,H,VVS1,61.6,57.0,3005,5.81,5.78,3.57
0.38,Ideal,F,VS1,61.1,56.0,1004,4.7,4.65,2.86
1.07,Very Good,G,SI1,60.5,62.0,4861,6.6,6.69,4.02
0.41,Ideal,F,VVS1,61.9,56.0,1356,4.79,4.77,2.96
0.72,Good,F,VVS2,61.3,65.0,3145,5.76,5.72,3.52
0.39,Ideal,E,IF,61.1,57.0,1333,4.73,4.76,2.9
0.52,Very Good,E,VS2,62.2,56.0,1665,5.16,5.17,3.21
0.36,Good,F,VVS1,62.4,63.0,858,4.46,4.51,2.8
0.42,Premium,G,SI1,62.7,59.0,717,4.72,4.75,2.97
0.3,Ideal,F,IF,62.1,54.0,886,4.32,4.35,2.69
0.79,Premium,G,VS1,62.3,56.0,3053,5.94,5.87,3.68
1.07,Ideal,I,SI1,61.7,56.1,5002,6.57,6.59,4.06
0.76,Very Good,H,IF,62.6,57.0,3367,5.8,5.83,3.64
0.26,Premium,H,VVS2,59.8,61.0,565,4.18,4.15,2.49
0.57,Ideal,F,VVS2,62.0,55.0,2360,5.31,5.3,3.29
0.54,Premium,D,VS2,61.7,55.0,1913,5.26,5.21,3.23
0.91,Very Good,I,VS1,61.9,57.0,3734,6.19,6.24,3.85
0.43,Ideal,G,SI1,61.1,57.0,951,4.88,4.9,2.99
0.4,Ideal,F,VS2,62.6,54.0,843,4.73,4.78,2.98
0.7,Very Good,E,VS1,63.4,62.0,2695,5.64,5.56,3.55
1.01,Premium,F,SI1,59.1,59.0,4989,6.56,6.5,3.86
1.31,Ideal,I,SI2,63.6,55.0,5546,6.98,6.92,4.42
0.3,Good,E,VS1,63.2,57.0,568,4.26,4.29,2.7
1.15,Very Good,E,SI2,63.1,63.0,5193,6.63,6.53,4.15
0.72,Premium,J,VS2,61.4,58.0,1846,5.74,5.76,3.53
0.44,Ideal,E,VS1,61.5,56.0,1081,4.9,4.92,3.02
0.33,Ideal,D,VS1,60.9,57.0,957,4.5,4.47,2.73
0.35,Ideal,D,VVS1,61.4,55.0,1672,4.55,4.57,2.8
1.01,Premium,H,SI1,60.4,60.0,4977,6.55,6.47,3.93
0.9,Very Good,I,SI2,61.5,57.0,3503,6.16,6.19,3.8
0.3,Ideal,E,VVS2,61.9,57.0,789,4.28,4.31,2.66
0.54,Ideal,E,VS2,61.4,57.0,1847,5.25,5.21,3.21
0.56,Very Good,D,VVS1,62.0,56.0,2866,5.25,5.3,3.27
0.73,Very Good,E,SI1,58.6,57.0,2441,5.91,6.0,3.49
0.7,Very Good,G,SI1,62.2,58.0,2095,5.63,5.66,3.51
1.07,Ideal,J,SI1,60.8,56.0,3775,6.61,6.57,4.01
1.0,Very Good,E,SI1,63.3,57.0,5051,6.3,6.36,4.01
1.01,Fair,G,SI1,64.2,59.0,4004,6.31,6.28,4.04
0.52,Ideal,G,VVS1,61.9,54.4,1936,5.15,5.18,3.2
1.39,Very Good,I,I1,62.6,57.0,3914,7.1,7.15,4.46
1.06,Ideal,G,SI1,62.9,56.0,5461,6.52,6.49,4.09
0.4,Ideal,J,VS1,62.6,55.0,810,4.75,4.71,2.96
0.25,Ideal,E,VS2,62.1,57.0,535,4.01,4.05,2.5
0.36,Ideal,G,VVS2,61.6,57.0,776,4.58,4.62,2.83
1.01,Fair,G,VS2,66.6,55.0,5475,6.27,6.22,4.16
0.56,Ideal,D,VS2,62.8,57.0,2066,5.29,5.25,3.31
0.4,Very Good,F,SI2,62.6,53.0,579,4.7,4.75,2.96
0.74,Very Good,F,SI2,59.6,60.0,2298,5.85,6.0,3.53
0.7,Very Good,D,VS2,61.2,60.0,3131,5.73,5.77,3.52
0.55,Ideal,G,VS1,61.5,56.7,1902,5.25,5.28,3.24
0.5,Ideal,G,VVS1,62.2,54.0,1883,5.1,5.13,3.18
0.34,Premium,I,VVS1,61.9,58.0,803,4.52,4.43,2.77
0.27,Premium,E,VVS2,61.8,59.0,752,4.18,4.14,2.57
1.11,Good,D,SI1,57.8,61.0,6088,6.83,6.78,3.93
0.51,Premium,E,VS2,62.5,59.0,1656,5.06,5.11,3.18
1.0,Premium,H,VS2,60.4,58.0,4984,6.51,6.46,3.92
1.05,Good,H,VS1,63.3,57.0,5555,6.4,6.45,4.07
0.35,Ideal,I,IF,61.5,55.0,715,4.53,4.57,2.8
0.35,Ideal,F,VS1,62.8,54.0,754,4.5,4.54,2.84
0.75,Very Good,D,SI2,63.1,58.0,2782,5.78,5.73,3.63
0.23,Very Good,E,VS2,60.8,58.0,402,3.97,4.05,2.44
0.52,Very Good,G,SI1,60.6,61.0,1161,5.17,5.19,3.14
0.3,Ideal,E,VVS1,61.2,57.0,956,4.36,4.33,2.66
0.7,Fair,F,SI1,65.9,59.0,2167,5.53,5.49,3.63
1.06,Very Good,G,SI2,63.4,61.0,4057,6.46,6.37,4.07
0.26,Very Good,F,VVS1,61.3,58.0,562,4.13,4.16,2.54
0.41,Ideal,F,VVS2,61.7,57.0,1115,4.73,4.8,2.94
0.39,Ideal,I,VVS1,62.5,53.1,820,4.68,4.7,2.93
0.9,Very Good,H,VS2,60.0,56.0,4255,6.3,6.34,3.79
0.58,Ideal,E,VVS2,62.1,56.0,2551,5.36,5.33,3.32
1.02,Ideal,H,SI2,60.5,57.0,4375,6.56,6.52,3.95
0.8,Very Good,H,VVS1,62.9,58.0,4468,5.82,5.88,3.68
0.3,Premium,G,VVS1,60.7,59.0,1013,4.37,4.33,2.64
0.31,Premium,H,VS1,59.7,58.0,544,4.41,4.43,2.64
0.35,Very Good,H,SI1,61.0,62.0,491,4.52,4.56,2.77
0.5,Premium,E,SI2,59.5,59.0,1240,5.19,5.16,3.08
0.52,Premium,E,SI1,59.0,59.0,1303,5.3,5.21,3.1
0.3,Premium,D,SI1,62.2,61.0,709,4.28,4.24,2.65
0.74,Ideal,I,VS1,62.0,56.0,2947,5.79,5.82,3.6
0.38,Premium,I,VS2,61.7,59.0,633,4.6,4.64,2.85
0.36,Ideal,H,VVS1,62.0,54.0,783,4.59,4.61,2.85
0.36,Premium,H,VS2,61.0,60.0,729,4.6,4.55,2.79
0.32,Ideal,D,VVS2,62.0,55.0,867,4.39,4.41,2.73
1.0,Good,E,SI2,61.0,61.0,4394,6.37,6.44,3.91
0.3,Premium,E,VVS2,61.4,58.0,1013,4.28,4.25,2.62
0.3,Premium,G,VS1,61.4,60.0,605,4.3,4.33,2.65
0.31,Ideal,E,VVS1,61.3,56.0,1105,4.38,4.4,2.69
1.01,Premium,G,SI2,60.6,59.0,3981,6.49,6.41,3.91
1.09,Ideal,G,SI1,62.2,56.0,4970,6.6,6.55,4.09
0.36,Ideal,E,VS2,62.8,56.0,1013,4.54,4.51,2.84
0.41,Premium,D,VVS2,61.9,59.0,1105,4.75,4.78,2.95
1.02,Premium,G,VS2,61.5,59.0,5346,6.45,6.4,3.95
0.68,Good,F,VS1,60.0,60.8,2516,5.67,5.71,3.41
0.7,Good,H,VS2,59.1,65.0,2234,5.75,5.85,3.43
0.56,Ideal,I,VVS1,61.5,55.0,1616,5.33,5.37,3.29
0.41,Premium,E,VS1,60.7,58.0,1153,4.83,4.79,2.92
0.51,Ideal,G,VS2,62.7,57.0,1546,5.12,5.05,3.19
0.72,Good,I,VS2,63.3,59.0,2068,5.62,5.66,3.57
0.91,Premium,H,VS2,61.0,59.0,4128,6.32,6.27,3.84
0.72,Very Good,G,SI2,60.6,61.0,2114,5.73,5.79,3.49
0.32,Ideal,E,VS2,61.9,56.0,900,4.4,4.35,2.71
0.39,Very Good,J,VVS1,62.5,58.0,718,4.61,4.67,2.9
0.32,Very Good,G,VS1,62.8,59.0,645,4.33,4.37,2.73
0.42,Premium,D,VS1,60.8,59.0,1235,4.85,4.79,2.93
0.36,Very Good,D,SI1,60.4,58.0,663,4.6,4.64,2.79
0.33,Ideal,I,VS2,61.5,57.0,463,4.42,4.49,2.74
0.58,Ideal,E,VS2,61.9,56.0,1984,5.38,5.35,3.32
0.72,Very Good,G,SI2,59.7,56.0,2050,5.83,5.89,3.5
0.46,Ideal,H,VS2,62.2,54.0,1083,4.95,4.97,3.09
0.37,Very Good,F,VS2,63.3,56.0,957,4.63,4.56,2.91
0.58,Premium,G,VVS2,59.7,59.0,2095,5.45,5.4,3.24
1.14,Premium,H,SI2,60.6,59.0,4702,6.77,6.8,4.11
0.31,Premium,G,SI2,62.3,57.0,523,4.37,4.33,2.71
0.5,Very Good,I,VS1,61.5,55.0,1317,5.12,5.16,3.16
0.58,Ideal,F,VS2,61.5,57.0,1657,5.34,5.39,3.3
0.32,Ideal,E,VS1,61.6,55.0,898,4.43,4.46,2.74
0.9,Ideal,G,VVS2,61.9,56.0,5335,6.15,6.22,3.83
1.05,Ideal,J,SI1,61.5,55.0,4405,6.53,6.57,4.03
0.55,Good,G,SI1,63.6,61.0,1213,5.22,5.16,3.3
0.42,Premium,G,VS1,60.9,58.0,921,4.81,4.84,2.94
0.34,Ideal,G,IF,61.9,54.0,974,4.5,4.52,2.79
0.96,Premium,E,SI1,60.0,60.0,4864,6.44,6.39,3.85
0.58,Premium,F,VS2,61.9,57.0,2036,5.47,5.36,3.35
0.32,Good,D,SI1,63.5,55.0,589,4.31,4.35,2.75
0.4,Ideal,J,SI1,61.2,56.0,820,4.77,4.81,2.93
1.13,Premium,H,SI1,60.9,59.0,5050,6.79,6.7,4.11
0.51,Premium,H,VS1,60.3,58.0,1381,5.16,5.19,3.12
0.7,Very Good,E,SI1,62.9,56.0,2386,5.57,5.65,3.53
0.56,Ideal,F,SI2,61.4,57.0,1279,5.3,5.33,3.26
1.09,Premium,D,SI2,62.2,59.0,4682,6.49,6.46,4.03
0.72,Ideal,G,VS2,62.7,56.0,2578,5.72,5.76,3.6
0.33,Ideal,F,VVS1,61.7,55.0,880,4.42,4.46,2.74
0.27,Very Good,D,VS2,63.0,57.0,419,4.06,4.1,2.57
0.3,Ideal,H,IF,62.1,55.0,789,4.27,4.3,2.66
0.5,Premium,E,SI1,62.6,56.0,1314,5.07,5.06,3.17
1.07,Ideal,H,SI1,62.0,57.0,4830,6.51,6.56,4.05
0.53,Ideal,H,VS1,61.7,56.0,1678,5.21,5.23,3.22
1.53,Premium,J,SI1,60.1,59.0,6126,7.52,7.5,4.51
0.32,Ideal,H,SI1,61.2,56.0,430,4.43,4.46,2.72
1.04,Very Good,E,SI2,60.7,59.0,4472,6.5,6.54,3.96
0.91,Good,G,VVS2,64.1,58.0,4464,6.1,6.06,3.9
0.51,Ideal,H,SI2,61.9,54.0,983,5.13,5.15,3.18
0.52,Ideal,G,SI1,61.1,55.0,1197,5.22,5.26,3.2
0.5,Very Good,F,SI1,63.1,61.0,1106,5.06,4.98,3.17
0.51,Premium,E,SI1,61.0,58.0,1443,5.13,5.1,3.12
1.01,Good,E,SI2,63.9,55.0,4440,6.38,6.33,4.08
0.91,Fair,J,VS2,65.4,60.0,2854,6.04,6.0,3.94
0.73,Good,J,VS2,60.8,63.0,2098,5.67,5.78,3.48
1.01,Premium,F,SI2,62.7,59.0,4497,6.4,6.35,4.0
0.55,Very Good,E,VVS2,59.9,58.0,2656,5.29,5.33,3.18
0.37,Very Good,G,VS1,58.4,59.0,657,4.76,4.69,2.76
1.3,Premium,E,SI2,61.5,59.0,5751,7.05,7.0,4.32
0.81,Ideal,I,SI1,62.5,57.0,2439,5.98,5.92,3.72
0.47,Fair,G,SI1,58.4,60.0,1086,5.16,5.12,3.0
1.25,Ideal,J,SI1,62.7,57.0,4764,6.86,6.88,4.31
0.35,Premium,H,VVS1,60.1,62.0,956,4.57,4.52,2.73
1.12,Premium,I,SI2,61.2,58.0,3669,6.72,6.68,4.1
0.7,Very Good,E,VS2,60.2,62.0,2843,5.71,5.75,3.45
0.51,Ideal,G,VS1,62.5,57.0,1656,5.07,5.14,3.19
0.79,Ideal,G,SI2,60.8,57.0,2453,5.99,5.96,3.63
0.35,Premium,E,SI1,60.8,60.0,614,4.51,4.57,2.76
0.24,Very Good,F,VVS1,61.8,59.0,552,3.93,4.0,2.45
0.7,Premium,E,VVS2,60.6,60.0,3377,5.74,5.72,3.47
0.27,Ideal,D,VS2,60.2,57.0,470,4.19,4.21,2.53
0.48,Good,G,VS1,57.8,60.9,1262,5.12,5.19,2.97
1.0,Very Good,D,SI2,60.8,63.0,3965,6.41,6.36,3.88
0.71,Fair,J,SI2,66.1,58.0,1362,5.53,5.43,3.62
0.52,Ideal,D,VS2,61.8,57.0,1752,5.16,5.2,3.2
0.9,Good,H,SI1,63.2,61.0,3398,6.12,6.03,3.84
1.0,Premium,E,I1,60.9,61.0,3584,6.41,6.37,3.89
0.33,Ideal,H,SI2,61.4,55.0,433,4.47,4.49,2.75
1.0,Very Good,D,SI2,60.5,60.0,5227,6.41,6.44,3.89
0.9,Very Good,G,SI1,62.0,61.0,3734,6.07,6.13,3.78
0.33,Premium,G,VVS1,60.4,59.0,868,4.44,4.47,2.69
0.73,Premium,E,VS2,61.6,59.0,2821,5.77,5.73,3.54
0.3,Ideal,H,SI1,62.0,56.0,450,4.29,4.32,2.67
0.57,Very Good,F,VVS2,60.7,58.0,2351,5.32,5.35,3.24
0.41,Premium,E,SI2,62.1,58.0,876,4.77,4.73,2.95
0.36,Ideal,F,VVS2,60.4,58.0,853,4.61,4.66,2.8
0.73,Ideal,E,VS1,62.8,57.0,3327,5.75,5.78,3.62
0.51,Premium,G,VS1,62.5,58.0,1656,5.09,5.11,3.19
0.7,Very Good,G,SI1,63.0,59.0,2276,5.64,5.67,3.56
0.72,Very Good,I,SI1,63.3,57.0,2074,5.73,5.67,3.61
0.39,Very Good,F,VS1,57.1,61.0,1000,4.86,4.91,2.79
0.52,Ideal,G,VVS1,61.6,55.0,2063,5.14,5.18,3.18
0.9,Ideal,G,SI1,61.6,57.0,4001,6.17,6.24,3.82
1.0,Fair,H,VS1,65.4,61.0,4368,6.22,6.17,4.05
0.71,Ideal,G,VS1,61.7,56.0,3431,5.72,5.75,3.53
0.53,Very Good,G,VS1,61.9,57.0,1607,5.19,5.22,3.22
1.0,Fair,D,SI1,65.9,54.0,4704,6.24,6.2,4.1
0.83,Very Good,G,SI2,61.6,57.0,2725,6.02,6.06,3.72
0.32,Premium,D,SI1,58.3,58.0,756,4.54,4.49,2.63
0.25,Very Good,E,VVS1,59.7,58.0,575,4.13,4.14,2.47
0.35,Ideal,F,IF,60.7,57.0,1073,4.6,4.56,2.78
1.01,Good,H,SI1,59.5,62.0,5197,6.49,6.55,3.88
0.25,Ideal,E,VVS1,61.5,55.0,705,4.09,4.12,2.52
1.02,Premium,J,SI1,63.0,58.0,3856,6.44,6.39,4.04
0.93,Ideal,E,SI2,62.1,55.0,3990,6.27,6.29,3.9
1.26,Fair,G,SI2,53.2,61.0,4966,7.44,7.36,3.94
1.2,Very Good,H,SI2,61.5,58.0,5884,6.78,6.84,4.19
0.71,Ideal,D,VS2,61.2,57.0,3321,5.73,5.77,3.52
0.91,Very Good,D,VS2,62.7,59.0,4720,6.13,6.16,3.85
0.51,Ideal,H,SI2,62.1,55.0,1016,5.12,5.14,3.18
0.31,Premium,I,VS1,59.2,60.0,628,4.45,4.4,2.62
0.35,Ideal,E,VS2,61.5,55.0,767,4.52,4.56,2.79
0.55,Ideal,E,VS2,62.0,55.0,1715,5.28,5.24,3.26
0.33,Premium,I,SI1,60.4,59.0,434,4.5,4.54,2.73
0.42,Premium,E,SI1,59.8,61.0,926,4.89,4.85,2.91
0.31,Premium,G,SI1,62.1,58.0,593,4.36,4.33,2.7
0.34,Premium,D,SI2,60.8,60.0,507,4.49,4.53,2.74
1.05,Premium,E,SI1,62.5,59.0,5951,6.5,6.43,4.04
0.3,Premium,G,VVS1,61.3,58.0,945,4.33,4.29,2.64
0.72,Ideal,I,VVS2,62.8,57.0,2594,5.69,5.74,3.59
0.86,Premium,H,SI1,62.7,59.0,2851,6.04,5.98,3.77
0.39,Ideal,F,VS2,62.1,53.0,828,4.73,4.77,2.95
0.32,Very Good,E,VVS2,62.4,56.0,744,4.34,4.38,2.72
0.41,Ideal,H,VS1,61.8,56.0,962,4.78,4.73,2.94
0.4,Good,E,SI2,64.2,57.0,798,4.7,4.68,3.01
1.0,Good,F,I1,63.9,59.0,2098,6.27,6.2,3.99
0.42,Very Good,D,SI1,62.8,58.0,810,4.76,4.79,3.0
0.33,Ideal,E,VS2,61.5,57.0,723,4.41,4.47,2.73
0.33,Ideal,G,VVS1,62.0,56.0,1114,4.48,4.45,2.77
0.7,Fair,G,I1,68.3,56.0,978,5.52,5.4,3.73
0.82,Premium,J,SI1,61.2,58.0,2168,5.99,6.04,3.68
1.0,Very Good,F,SI2,62.6,59.0,4901,6.34,6.38,3.98
0.35,Ideal,F,VS2,62.3,55.0,706,4.53,4.56,2.83
0.34,Ideal,E,VS1,62.2,57.0,698,4.46,4.51,2.79
0.3,Very Good,G,VVS2,60.4,60.0,638,4.3,4.34,2.61
0.3,Premium,F,VS2,61.4,60.0,605,4.27,4.3,2.63
0.32,Ideal,E,VVS2,62.2,53.0,816,4.39,4.42,2.74
0.54,Very Good,F,VS1,60.0,61.0,1657,5.31,5.26,3.17
0.7,Very Good,H,VS2,63.4,60.0,2415,5.61,5.59,3.55
0.92,Premium,F,SI1,61.8,59.0,3967,6.25,6.21,3.85
1.15,Very Good,J,SI2,63.6,57.0,4021,6.6,6.64,4.21
0.85,Ideal,E,SI1,63.0,56.0,4089,6.0,6.04,3.79
0.51,Ideal,D,SI1,60.6,57.0,1403,5.15,5.18,3.13
0.33,Ideal,H,VVS1,61.7,55.0,730,4.48,4.5,2.77
0.73,Ideal,H,SI1,62.0,55.0,2656,5.76,5.85,3.6
0.73,Ideal,F,VS2,62.5,55.0,2801,5.8,5.76,3.61
0.5,Ideal,E,SI1,61.5,57.0,1700,5.08,5.1,3.13
0.35,Ideal,H,VS1,62.0,56.0,614,4.54,4.56,2.82
0.7,Very Good,E,SI1,60.3,58.0,2239,5.73,5.85,3.49
0.9,Very Good,D,SI2,59.8,53.0,3632,6.2,6.25,3.72
1.07,Ideal,H,VS2,62.0,57.0,5820,6.55,6.58,4.07
1.01,Ideal,I,VS1,62.8,57.0,3991,6.42,6.38,4.02
0.34,Ideal,E,VS2,62.5,55.0,692,4.45,4.48,2.79
0.31,Good,F,VVS1,63.6,61.0,742,4.21,4.25,2.69
0.31,Ideal,G,VVS2,62.1,56.0,907,4.35,4.32,2.69
0.4,Ideal,G,VS1,61.3,55.0,1125,4.78,4.75,2.92
0.7,Ideal,G,VS1,61.4,59.0,2780,5.64,5.73,3.49
0.35,Very Good,H,SI1,60.0,61.0,491,4.57,4.6,2.75
0.33,Ideal,D,SI1,60.9,56.0,736,4.46,4.5,2.73
0.55,Ideal,D,VS1,61.5,56.0,1918,5.26,5.28,3.24
1.31,Premium,J,SI1,60.3,62.0,4490,7.12,7.04,4.26
1.0,Ideal,H,SI2,59.4,55.0,4295,6.59,6.65,3.93
0.38,Ideal,I,SI1,62.3,56.0,581,4.58,4.63,2.87
0.33,Ideal,D,VS1,61.7,55.0,1007,4.48,4.5,2.77
0.3,Ideal,D,VS2,61.8,55.0,911,4.34,4.3,2.67
0.73,Very Good,H,VS2,60.8,56.0,2779,5.82,5.84,3.55
0.9,Premium,E,SI2,61.7,57.0,4133,6.23,6.21,3.84
0.3,Ideal,E,VS1,61.7,57.0,911,4.31,4.28,2.65
0.28,Very Good,H,VS2,61.4,57.0,376,4.21,4.23,2.59
1.17,Premium,F,SI2,59.9,59.0,4092,6.82,6.86,4.1
1.0,Premium,D,SI2,61.6,60.0,4758,6.37,6.33,3.91
1.0,Very Good,F,SI1,63.1,59.0,4234,6.29,6.22,3.95
1.13,Very Good,E,SI2,60.3,58.0,5052,6.78,6.86,4.11
0.77,Very Good,D,SI1,59.9,59.0,3241,5.9,5.95,3.55
1.01,Fair,D,SI1,63.5,58.0,4751,6.35,6.25,4.0
0.62,Very Good,F,SI2,63.1,52.0,1348,5.39,5.53,3.45
0.35,Ideal,D,SI1,61.3,57.0,827,4.57,4.54,2.79
1.0,Fair,I,SI1,64.8,59.0,3584,6.23,6.14,4.01
0.53,Ideal,E,VS2,61.3,55.0,1721,5.2,5.24,3.2
0.7,Ideal,H,SI1,62.6,55.0,2294,5.65,5.7,3.55
0.3,Premium,D,SI1,62.3,58.0,552,4.28,4.32,2.68
1.26,Ideal,G,VS2,61.5,57.0,5792,6.94,6.89,4.25
0.39,Ideal,F,SI1,61.3,56.0,707,4.73,4.77,2.91
0.31,Ideal,D,SI2,62.8,53.0,593,4.37,4.35,2.74
0.44,Premium,D,SI1,61.9,59.0,849,4.86,4.9,3.02
0.9,Very Good,H,SI1,61.7,57.0,3772,6.21,6.26,3.85
0.41,Very Good,H,SI1,60.0,61.0,683,4.77,4.83,2.88
1.14,Premium,G,SI1,62.2,58.0,5326,6.64,6.7,4.15
0.44,Premium,G,VS2,60.6,58.0,1063,4.96,4.9,2.99
1.04,Ideal,E,SI1,62.4,57.0,5528,6.48,6.53,4.06
0.31,Ideal,F,IF,61.1,54.0,921,4.39,4.42,2.69
0.52,Ideal,F,VS1,62.2,55.0,1778,5.14,5.18,3.21
1.12,Premium,H,SI2,59.7,60.0,4641,6.77,6.72,4.03
0.7,Premium,F,VS1,62.2,58.0,2669,5.63,5.59,3.49
0.31,Ideal,D,SI1,62.6,56.0,571,4.33,4.36,2.72
0.32,Premium,D,VVS1,62.0,60.0,910,4.37,4.4,2.72
0.71,Ideal,G,SI2,61.3,55.0,2387,5.76,5.79,3.54
0.71,Very Good,J,SI2,61.1,58.0,1764,5.67,5.76,3.49
1.0,Good,G,VS1,64.4,58.0,5906,6.23,6.29,4.03
0.46,Ideal,F,VS1,61.7,56.0,1643,4.93,4.96,3.05
0.71,Ideal,D,SI2,62.3,56.0,2416,5.68,5.72,3.55
0.71,Premium,D,SI1,60.5,59.0,2743,5.81,5.79,3.51
0.34,Ideal,D,VS2,62.9,55.0,1033,4.47,4.43,2.8
0.9,Good,G,VS1,63.6,58.0,4540,6.09,6.12,3.88
0.3,Premium,I,VS1,59.8,60.0,608,4.36,4.34,2.6
0.32,Ideal,E,SI1,61.5,55.0,532,4.4,4.44,2.72
0.51,Premium,F,SI1,60.7,58.0,1421,5.14,5.1,3.11
1.0,Premium,F,SI1,63.0,60.0,4234,6.34,6.24,3.97
0.5,Premium,E,SI1,62.2,58.0,1073,5.03,4.87,3.1
0.38,Ideal,F,VS2,62.4,54.0,969,4.65,4.6,2.89
0.3,Very Good,E,VS2,62.4,57.0,658,4.24,4.29,2.66
0.34,Ideal,F,VS2,62.9,55.0,880,4.48,4.46,2.81
0.53,Premium,E,VVS1,60.8,59.0,2514,5.23,5.17,3.16
0.52,Ideal,G,VS1,60.9,55.0,1815,5.22,5.16,3.16
0.4,Very Good,F,SI1,61.7,62.0,717,4.71,4.76,2.92
0.45,Ideal,G,VVS1,61.7,56.0,1358,4.96,4.93,3.05
0.54,Very Good,E,SI1,62.2,61.0,1320,5.24,5.15,3.23
0.32,Ideal,D,VS1,61.2,55.0,977,4.41,4.45,2.71
1.02,Premium,F,VS2,62.7,59.0,6220,6.41,6.44,4.03
1.0,Very Good,F,VS2,58.7,62.0,5929,6.51,6.6,3.85
1.29,Very Good,H,SI2,63.8,57.0,5601,6.8,6.87,4.36
1.2,Very Good,I,VVS2,61.7,63.0,5107,6.72,6.7,4.13
1.12,Very Good,E,SI2,60.9,63.0,3864,6.65,6.59,4.03
1.03,Premium,H,VS1,59.2,58.0,4874,6.66,6.61,3.92
0.3,Very Good,G,IF,62.3,55.0,850,4.31,4.33,2.69
0.31,Ideal,G,VVS1,62.3,54.0,789,4.37,4.4,2.73
0.42,Very Good,E,SI1,62.8,59.0,773,4.74,4.78,2.99
0.72,Ideal,F,VS1,61.7,56.0,3759,5.75,5.78,3.56
1.02,Ideal,E,SI1,62.2,54.7,5840,6.44,6.47,4.01
0.5,Very Good,F,VVS2,60.8,59.0,1915,5.08,5.11,3.1
0.4,Ideal,E,VVS2,62.2,56.0,1158,4.71,4.78,2.95
0.41,Ideal,H,SI2,61.7,56.0,787,4.8,4.77,2.95
0.5,Very Good,D,VS2,63.3,58.0,1602,5.03,5.05,3.19
0.42,Very Good,E,SI2,62.9,56.0,700,4.77,4.8,3.01
0.3,Good,G,IF,63.8,55.0,895,4.24,4.28,2.72
0.43,Ideal,H,SI1,61.5,57.0,1045,4.88,4.84,2.99
0.62,Very Good,I,VVS2,61.3,58.8,1615,5.48,5.52,3.37
0.72,Ideal,F,VS2,62.0,57.0,2607,5.77,5.72,3.56
0.36,Premium,E,VVS2,61.7,59.0,1102,4.56,4.52,2.8
0.6,Ideal,I,SI2,61.8,55.0,1009,5.44,5.46,3.37
1.0,Premium,H,SI1,62.9,60.0,3915,6.36,6.32,3.99
1.28,Ideal,J,SI1,61.2,57.0,4967,7.02,6.96,4.28
0.43,Premium,H,VS2,61.9,55.0,1016,4.95,4.8,3.02
0.51,Ideal,G,VVS1,61.6,56.0,1933,5.12,5.16,3.17
0.3,Very Good,I,VVS1,61.2,60.0,552,4.27,4.29,2.62
0.62,Fair,E,VS1,58.8,67.0,2344,5.66,5.57,3.29
0.79,Ideal,H,IF,61.3,56.0,4046,5.96,5.98,3.66
0.31,Ideal,F,VS2,61.6,56.0,583,4.35,4.38,2.69
0.76,Good,G,SI1,57.7,63.0,2447,6.05,5.97,3.47
0.91,Very Good,J,I1,63.1,57.0,2048,6.12,6.06,3.84
0.4,Very Good,E,VS1,60.3,58.0,980,4.8,4.82,2.9
0.3,Premium,D,SI1,62.6,56.0,709,4.29,4.24,2.67
1.0,Good,G,SI2,64.0,55.0,3941,6.3,6.26,4.02
1.0,Very Good,E,SI2,60.5,59.0,4435,6.44,6.48,3.91
0.53,Very Good,D,VS2,63.4,55.0,1825,5.23,5.11,3.28
0.7,Premium,H,SI2,62.9,61.0,1942,5.57,5.53,3.49
0.43,Premium,F,SI1,61.7,58.0,948,4.84,4.82,2.98
0.9,Ideal,E,SI1,60.1,56.0,4034,6.3,6.35,3.8
0.82,Premium,I,VS2,62.2,59.0,2692,5.97,6.03,3.73
0.36,Ideal,D,VVS2,61.6,57.0,1042,4.56,4.59,2.82
0.23,Very Good,D,VVS2,60.4,59.0,530,3.95,4.0,2.4
0.7,Ideal,F,SI1,61.1,57.0,2516,5.75,5.71,3.5
0.7,Very Good,I,SI1,63.0,56.0,2147,5.61,5.66,3.55
0.31,Ideal,G,VVS2,61.4,56.0,707,4.35,4.38,2.68
0.71,Ideal,G,VS1,60.7,57.0,3431,5.76,5.8,3.51
0.9,Ideal,G,SI2,61.4,56.0,4044,6.19,6.23,3.81
1.3,Ideal,J,SI1,61.5,55.0,5728,7.03,7.06,4.33
0.71,Very Good,F,VVS1,61.8,55.0,3461,5.71,5.77,3.55
